Scenario Number,Normal,Fault,Attack presence,Attack type,Attack location,AGC,PSS,Attack start time (sec),Attack duration (sec),Attack end time (sec),Attack amplitude (%),Most affected buses (1-norm),Most affected buses (2-norm),Most affected buses (Infty-norm),Max impact locations (1-norm),Max impact locations (2-norm),Max impact locations (Infty-norm),Fault location,Fault type
586,0,0,1,Step,37   2,1,1,15,5,20,,no fault,45  47   2  37  38,45  47  38  52   2,0.98564,0.049405,0.0053956,,
587,0,0,1,Step,37   2,1,1,15,5,20,,no fault,45  47   2  37  38,45  47  38  52   2,1.7269,0.092053,0.010962,,
588,0,0,1,Step,37   2,1,1,15,5,20,,no fault,45  47   2  37  38,45  47  38  52  31,3.2798,0.18576,0.022639,,
589,0,0,1,Step,42   7,1,1,15,5,20,,no fault,45  47  42   7  38,45  47  42  38  52,0.98565,0.049405,0.0053956,,
590,0,0,1,Step,42   7,1,1,15,5,20,,no fault,45  47  42   7  38,45  47  42  38  52,1.727,0.092054,0.010962,,
591,0,0,1,Step,42   7,1,1,15,5,20,,no fault,45  47  42   7  38,45  47  42  38  52,3.2799,0.18577,0.02264,,
592,0,0,1,Step,47   2,1,1,15,5,20,,no fault,47  45   2  38  52,45  47  38  52   2,1.1113,0.050589,0.0053956,,
593,0,0,1,Step,47   2,1,1,15,5,20,,no fault,47  45   2  38  52,45  47  38  52   2,2.0405,0.098742,0.010962,,
594,0,0,1,Step,47   2,1,1,15,5,20,,no fault,47  45   2  38  52,45  47  38  52  31,3.9676,0.20072,0.022639,,
595,0,0,1,Step,38  41,1,1,15,5,20,,no fault,38  41  45  47  52,45  38  41  47   7,0.93223,0.04637,0.005275,,
596,0,0,1,Step,38  41,1,1,15,5,20,,no fault,38  41  45  47  52,41  38   7  45   6,1.6177,0.089133,0.0079957,,
597,0,0,1,Step,38  41,1,1,15,5,20,,no fault,38  41  45  47   7,41  38   7   6  14,2.9815,0.17059,0.015981,,
598,0,0,1,Step,23  36,1,1,15,5,20,,no fault,45  47  36  23  38,45  47  38  52  36,0.98563,0.049405,0.0053956,,
599,0,0,1,Step,23  36,1,1,15,5,20,,no fault,45  47  23  36  38,45  47  38  52  36,1.7269,0.092051,0.010962,,
600,0,0,1,Step,23  36,1,1,15,5,20,,no fault,45  47  23  36  38,45  47  38  52  36,3.2797,0.18575,0.022639,,
601,0,0,1,Step,36  17,1,1,15,5,20,,no fault,45  47  36  17  38,45  47  38  52  36,0.98564,0.049405,0.0053956,,
602,0,0,1,Step,36  17,1,1,15,5,20,,no fault,45  47  36  17  38,45  47  38  52  36,1.7269,0.092052,0.010962,,
603,0,0,1,Step,36  17,1,1,15,5,20,,no fault,45  47  36  17  38,45  47  38  52  36,3.2797,0.18575,0.022639,,
604,0,0,1,Step,25   7,1,1,15,5,20,,no fault,45  47   7  25  38,45  47  38   7  52,1.3401,0.071979,0.0090126,,
605,0,0,1,Step,25   7,1,1,15,5,20,,no fault,45  47   7  38  25,45  47  38  31  52,2.5007,0.14496,0.018847,,
606,0,0,1,Step,25   7,1,1,15,5,20,,no fault,45  47  38  31  25,45  47  38  31  25,5.1551,0.31641,0.041345,,
607,0,0,1,Step,31  11,1,1,15,5,20,,no fault,45  47  31  11  38,45  47  38  31  52,0.98564,0.049405,0.0053956,,
608,0,0,1,Step,31  11,1,1,15,5,20,,no fault,45  47  31  11  38,45  47  38  31  52,1.7269,0.092052,0.010962,,
609,0,0,1,Step,31  11,1,1,15,5,20,,no fault,45  47  31  11  38,45  47  38  31  52,3.2797,0.18576,0.022639,,
610,0,0,1,Step,29  37,1,1,15,5,20,,no fault,45  47  29  37  38,45  47  38  52  29,0.98564,0.049405,0.0053956,,
611,0,0,1,Step,29  37,1,1,15,5,20,,no fault,45  47  29  37  38,45  47  38  52  29,1.7269,0.092052,0.010962,,
612,0,0,1,Step,29  37,1,1,15,5,20,,no fault,45  47  29  37  38,45  47  38  52  31,3.2797,0.18575,0.022639,,
613,0,0,1,Step,10  31,1,1,15,5,20,,no fault,45  47  31  10  38,45  47  38  31  52,0.98564,0.049405,0.0053956,,
614,0,0,1,Step,10  31,1,1,15,5,20,,no fault,45  47  31  10  38,45  47  38  31  52,1.7269,0.092052,0.010962,,
615,0,0,1,Step,10  31,1,1,15,5,20,,no fault,45  47  31  10  38,45  47  38  31  52,3.2797,0.18576,0.022639,,
616,0,0,1,Step,42  14,1,1,15,5,20,,no fault,45  47  42  14  38,45  47  42  38  52,0.98565,0.049405,0.0053956,,
617,0,0,1,Step,42  14,1,1,15,5,20,,no fault,45  47  42  14  38,45  47  42  38  52,1.7269,0.092054,0.010962,,
618,0,0,1,Step,42  14,1,1,15,5,20,,no fault,45  47  42  14  38,45  47  42  38  52,3.2799,0.18576,0.02264,,
619,0,0,1,Step,19  47,1,1,15,5,20,,no fault,47  45  19  38  52,45  47  38  52  19,1.1113,0.050588,0.0053956,,
620,0,0,1,Step,19  47,1,1,15,5,20,,no fault,47  45  19  38  52,45  47  38  52  31,2.0404,0.098739,0.010962,,
621,0,0,1,Step,19  47,1,1,15,5,20,,no fault,47  45  19  38  52,45  47  38  52  31,3.9674,0.20071,0.022639,,
622,0,0,1,Step,25  32,1,1,15,5,20,,no fault,45  47  32  25  38,45  47  38  32  52,0.98564,0.049405,0.0053956,,
623,0,0,1,Step,25  32,1,1,15,5,20,,no fault,45  47  32  25  38,45  47  38  52  32,1.7269,0.092053,0.010962,,
624,0,0,1,Step,25  32,1,1,15,5,20,,no fault,45  47  32  25  38,45  47  38  52  32,3.2798,0.18576,0.022639,,
625,0,0,1,Step,31  47,1,1,15,5,20,,no fault,47  31  45  52  38,45  47  31   7   6,1.1347,0.055775,0.005275,,
626,0,0,1,Step,31  47,1,1,15,5,20,,no fault,47  31  45  52   7,47  31   7  45   6,2.0067,0.10528,0.0097564,,
627,0,0,1,Step,31  47,1,1,15,5,20,,no fault,47  31  45   7   6,47   7  31   6  14,3.5832,0.19725,0.0179,,
628,0,0,1,Step,38  22,1,1,15,5,20,,no fault,45  47  38  22  52,45  47  38  52  22,0.98563,0.049405,0.0053956,,
629,0,0,1,Step,38  22,1,1,15,5,20,,no fault,45  47  38  22  52,45  47  38  52  31,1.7269,0.092051,0.010962,,
630,0,0,1,Step,38  22,1,1,15,5,20,,no fault,45  47  38  22  52,45  47  38  52  31,3.2797,0.18575,0.022639,,
631,0,0,1,Step,6  29,1,1,15,5,20,,no fault,45  47  29   6  38,45  47  38   6  52,1.3401,0.071979,0.0090126,,
632,0,0,1,Step,6  29,1,1,15,5,20,,no fault,45  47  29   6  38,45  47  38  31  52,2.5007,0.14496,0.018847,,
633,0,0,1,Step,6  29,1,1,15,5,20,,no fault,45  47  38  29   6,45  47  38  31  25,5.1553,0.31641,0.041344,,
634,0,0,1,Step,31   7,1,1,15,5,20,,no fault,45  47  31   7  38,45  47  38  31  52,0.98564,0.049405,0.0053956,,
635,0,0,1,Step,31   7,1,1,15,5,20,,no fault,45  47  31   7  38,45  47  38  31  52,1.7269,0.092053,0.010962,,
636,0,0,1,Step,31   7,1,1,15,5,20,,no fault,45  47  31   7  38,45  47  38  31  52,3.2798,0.18576,0.022639,,
637,0,0,1,Step,19  10,1,1,15,5,20,,no fault,45  47  19  10  38,45  47  38  52  10,1.3401,0.071978,0.0090126,,
638,0,0,1,Step,19  10,1,1,15,5,20,,no fault,45  47  19  10  38,45  47  38  31  52,2.5007,0.14496,0.018847,,
639,0,0,1,Step,19  10,1,1,15,5,20,,no fault,45  47  38  19  10,45  47  38  31  25,5.1554,0.3164,0.041344,,
640,0,0,1,Step,29  10,1,1,15,5,20,,no fault,45  47  29  10  38,45  47  38  52  10,1.3401,0.071978,0.0090126,,
641,0,0,1,Step,29  10,1,1,15,5,20,,no fault,45  47  29  10  38,45  47  38  31  52,2.5007,0.14496,0.018847,,
642,0,0,1,Step,29  10,1,1,15,5,20,,no fault,45  47  38  29  10,45  47  38  31  25,5.1553,0.31641,0.041344,,
643,0,0,1,Step,37  36,1,1,15,5,20,,no fault,45  36  37  47  52,45  36  37  47   7,0.93223,0.042206,0.005275,,
644,0,0,1,Step,37  36,1,1,15,5,20,,no fault,36  37  45  47  52,36  37   7  45   6,1.5652,0.079729,0.0067622,,
645,0,0,1,Step,37  36,1,1,15,5,20,,no fault,36  37  45  47   7,7  37   6  36  14,2.7361,0.15594,0.013645,,
646,0,0,1,Step,14   6,1,1,15,5,20,,no fault,45  47  14   6  38,45  47  38  14   6,1.3401,0.071979,0.0090126,,
647,0,0,1,Step,14   6,1,1,15,5,20,,no fault,45  47  14   6  38,45  47  38  31  52,2.5007,0.14496,0.018847,,
648,0,0,1,Step,14   6,1,1,15,5,20,,no fault,45  47  38  14   6,45  47  38  31  25,5.1552,0.31641,0.041345,,
649,0,0,1,Step,42  29,1,1,15,5,20,,no fault,45  47  42  29  38,45  47  42  38  52,0.98565,0.049405,0.0053956,,
650,0,0,1,Step,42  29,1,1,15,5,20,,no fault,45  47  42  29  38,45  47  42  38  52,1.7269,0.092054,0.010962,,
651,0,0,1,Step,42  29,1,1,15,5,20,,no fault,45  47  42  29  38,45  47  42  38  52,3.2798,0.18576,0.02264,,
652,0,0,1,Step,23   7,1,1,15,5,20,,no fault,45  47  23   7  38,45  47  38   7  52,1.3401,0.071978,0.0090126,,
653,0,0,1,Step,23   7,1,1,15,5,20,,no fault,45  47  23   7  38,45  47  38  31  52,2.5007,0.14496,0.018847,,
654,0,0,1,Step,23   7,1,1,15,5,20,,no fault,45  47  38  23  31,45  47  38  31  25,5.1554,0.31641,0.041344,,
655,0,0,1,Step,41  45,1,1,15,5,20,,no fault,45  41  47  52  38,45  41  47   7   6,1.2692,0.061003,0.0055814,,
656,0,0,1,Step,41  45,1,1,15,5,20,,no fault,45  41  47  52   7,45  41   7   6  14,2.2356,0.11351,0.010913,,
657,0,0,1,Step,41  45,1,1,15,5,20,,no fault,45  41  47   7   6,45  41   7   6  14,4.0623,0.21591,0.020881,,
658,0,0,1,Step,14  41,1,1,15,5,20,,no fault,45  47  41  14  38,45  47  41  38  52,0.98565,0.049405,0.0053956,,
659,0,0,1,Step,14  41,1,1,15,5,20,,no fault,45  47  41  14  38,45  47  41  38  52,1.7269,0.092054,0.010962,,
660,0,0,1,Step,14  41,1,1,15,5,20,,no fault,45  47  41  14  38,45  47  41  38  52,3.2798,0.18576,0.02264,,
661,0,0,1,Step,14  11,1,1,15,5,20,,no fault,45  47  14  11  38,45  47  38  14  11,1.3401,0.071979,0.0090126,,
662,0,0,1,Step,14  11,1,1,15,5,20,,no fault,45  47  14  11  38,45  47  38  31  52,2.5007,0.14496,0.018847,,
663,0,0,1,Step,14  11,1,1,15,5,20,,no fault,45  47  38  14  11,45  47  38  31  25,5.1552,0.31641,0.041344,,
664,0,0,1,Step,45  31,1,1,15,5,20,,no fault,45  31  47  52  38,45  31  47   7   6,1.2692,0.061003,0.0055813,,
665,0,0,1,Step,45  31,1,1,15,5,20,,no fault,45  31  47  52   7,45  31   7   6  14,2.2356,0.11351,0.010913,,
666,0,0,1,Step,45  31,1,1,15,5,20,,no fault,45  31  47   7   6,45   7  31   6  14,4.0624,0.2159,0.02088,,
667,0,0,1,Step,32  42,1,1,15,5,20,,no fault,45  42  32  47  52,45  42  32  47   7,0.93223,0.042206,0.005275,,
668,0,0,1,Step,32  42,1,1,15,5,20,,no fault,42  32  45  47  52,42  32   7  45   6,1.5651,0.082953,0.0078105,,
669,0,0,1,Step,32  42,1,1,15,5,20,,no fault,42  32  45  47   7,42   7   6  32  14,2.7766,0.16532,0.015647,,
670,0,0,1,Step,22   6,1,1,15,5,20,,no fault,45  47  22   6  38,45  47  38   6  52,1.3401,0.071978,0.0090126,,
671,0,0,1,Step,22   6,1,1,15,5,20,,no fault,45  47  22   6  38,45  47  38  31  52,2.5007,0.14496,0.018847,,
672,0,0,1,Step,22   6,1,1,15,5,20,,no fault,45  47  38  22   6,45  47  38  31  25,5.1554,0.3164,0.041344,,
673,0,0,1,Step,14  11,1,1,15,5,20,,no fault,45  47  14  11  38,45  47  38  14  11,1.3401,0.071979,0.0090126,,
674,0,0,1,Step,14  11,1,1,15,5,20,,no fault,45  47  14  11  38,45  47  38  31  52,2.5007,0.14496,0.018847,,
675,0,0,1,Step,14  11,1,1,15,5,20,,no fault,45  47  38  14  11,45  47  38  31  25,5.1552,0.31641,0.041344,,
676,0,0,1,Step,47  45,1,1,15,5,20,,no fault,45  47  52  38  36,45  47   7   6  14,1.2692,0.061003,0.0055813,,
677,0,0,1,Step,47  45,1,1,15,5,20,,no fault,45  47  52   7  41,45  47   7   6  14,2.2356,0.11351,0.010913,,
678,0,0,1,Step,47  45,1,1,15,5,20,,no fault,45  47   7   6  52,45  47   7   6  14,4.0624,0.2159,0.02088,,
679,0,0,1,Step,45  19,1,1,15,5,20,,no fault,45  47  19  38  52,45  47  38  52  19,1.2318,0.054749,0.005275,,
680,0,0,1,Step,45  19,1,1,15,5,20,,no fault,45  47  19  38  52,47  45  38  52  31,2.2191,0.10353,0.0098152,,
681,0,0,1,Step,45  19,1,1,15,5,20,,no fault,45  47  19  38  52,47  45  38  52  31,4.2624,0.2091,0.020542,,
682,0,0,1,Step,22  41,1,1,15,5,20,,no fault,45  47  41  22  38,45  47  41  38  52,0.98564,0.049405,0.0053956,,
683,0,0,1,Step,22  41,1,1,15,5,20,,no fault,45  47  41  22  38,45  47  41  38  52,1.7269,0.092053,0.010962,,
684,0,0,1,Step,22  41,1,1,15,5,20,,no fault,45  47  41  22  38,45  47  41  38  52,3.2798,0.18576,0.02264,,
685,0,0,1,Step,47   7,1,1,15,5,20,,no fault,47  45   7  38  52,45  47  38  52   7,1.1113,0.050589,0.0053956,,
686,0,0,1,Step,47   7,1,1,15,5,20,,no fault,47  45   7  38  52,45  47  38  52  31,2.0405,0.098742,0.010962,,
687,0,0,1,Step,47   7,1,1,15,5,20,,no fault,47  45   7  38  52,45  47  38  52  31,3.9676,0.20072,0.022639,,
688,0,0,1,Step,6  14,1,1,15,5,20,,no fault,45  47  14   6  38,45  47  38  14   6,1.3401,0.071979,0.0090126,,
689,0,0,1,Step,6  14,1,1,15,5,20,,no fault,45  47  14   6  38,45  47  38  31  52,2.5007,0.14496,0.018847,,
690,0,0,1,Step,6  14,1,1,15,5,20,,no fault,45  47  38  14   6,45  47  38  31  25,5.1552,0.31641,0.041345,,
691,0,0,1,Step,2  10,1,1,15,5,20,,no fault,45  47   2  10  38,45  47  38  52  10,1.3401,0.071979,0.0090126,,
692,0,0,1,Step,2  10,1,1,15,5,20,,no fault,45  47   2  10  38,45  47  38  31  52,2.5007,0.14496,0.018847,,
693,0,0,1,Step,2  10,1,1,15,5,20,,no fault,45  47  38   2  10,45  47  38  31  25,5.1552,0.31641,0.041345,,
694,0,0,1,Step,36  23,1,1,15,5,20,,no fault,45  47  36  23  38,45  47  38  52  36,0.98563,0.049405,0.0053956,,
695,0,0,1,Step,36  23,1,1,15,5,20,,no fault,45  47  23  36  38,45  47  38  52  36,1.7269,0.092051,0.010962,,
696,0,0,1,Step,36  23,1,1,15,5,20,,no fault,45  47  23  36  38,45  47  38  52  36,3.2797,0.18575,0.022639,,
697,0,0,1,Step,38  11,1,1,15,5,20,,no fault,45  47  38  11  52,45  47  38  52  11,0.98564,0.049405,0.0053956,,
698,0,0,1,Step,38  11,1,1,15,5,20,,no fault,45  47  38  11  52,45  47  38  52  31,1.7269,0.092053,0.010962,,
699,0,0,1,Step,38  11,1,1,15,5,20,,no fault,45  47  38  11  52,45  47  38  52  31,3.2798,0.18576,0.022639,,
700,0,0,1,Step,32  22,1,1,15,5,20,,no fault,45  47  22  32  38,45  47  38  32  52,0.98563,0.049405,0.0053956,,
701,0,0,1,Step,32  22,1,1,15,5,20,,no fault,45  47  32  22  38,45  47  38  52  32,1.7269,0.092051,0.010962,,
702,0,0,1,Step,32  22,1,1,15,5,20,,no fault,45  47  32  22  38,45  47  38  52  32,3.2797,0.18575,0.022639,,
703,0,0,1,Step,47  41,1,1,15,5,20,,no fault,47  41  45  52  38,45  47  41   7   6,1.1347,0.055775,0.005275,,
704,0,0,1,Step,47  41,1,1,15,5,20,,no fault,47  41  45  52   7,47  41   7  45   6,2.0067,0.10528,0.0097566,,
705,0,0,1,Step,47  41,1,1,15,5,20,,no fault,47  41  45   7   6,47  41   7   6  14,3.5833,0.19726,0.017901,,
706,0,0,1,Step,17  23,1,1,15,5,20,,no fault,45  47  17  23  38,45  47  38  17  52,1.3401,0.071978,0.0090125,,
707,0,0,1,Step,17  23,1,1,15,5,20,,no fault,45  47  17  23  38,45  47  38  31  52,2.5008,0.14496,0.018847,,
708,0,0,1,Step,17  23,1,1,15,5,20,,no fault,45  47  38  23  17,45  47  38  31  25,5.1555,0.3164,0.041343,,
709,0,0,1,Step,36  41,1,1,15,5,20,,no fault,41  45  36  47  52,45  41  36  47   7,0.93223,0.042436,0.005275,,
710,0,0,1,Step,36  41,1,1,15,5,20,,no fault,41  36  45  47  52,41  36   7  45   6,1.5651,0.083893,0.0079957,,
711,0,0,1,Step,36  41,1,1,15,5,20,,no fault,41  36  45  47   7,41   7   6  36  14,2.8306,0.16721,0.01598,,
712,0,0,1,Step,29  19,1,1,15,5,20,,no fault,45  47  29  19  38,45  47  38  52  29,1.3401,0.071978,0.0090125,,
713,0,0,1,Step,29  19,1,1,15,5,20,,no fault,45  47  29  19  38,45  47  38  31  52,2.5008,0.14496,0.018847,,
714,0,0,1,Step,29  19,1,1,15,5,20,,no fault,45  47  38  19  29,45  47  38  31  25,5.1555,0.3164,0.041343,,
715,0,0,1,Step,32  31,1,1,15,5,20,,no fault,31  45  32  47  52,45  31  32  47   7,0.93223,0.043557,0.005275,,
716,0,0,1,Step,32  31,1,1,15,5,20,,no fault,31  32  45  47  52,31  32   7  45   6,1.5652,0.084129,0.0072509,,
717,0,0,1,Step,32  31,1,1,15,5,20,,no fault,31  32  45  47   7,7  31   6  32  14,2.7439,0.16174,0.013646,,
718,0,0,1,Step,17  25,1,1,15,5,20,,no fault,45  47  17  25  38,45  47  38  17  52,1.3401,0.071979,0.0090126,,
719,0,0,1,Step,17  25,1,1,15,5,20,,no fault,45  47  17  38  25,45  47  38  31  52,2.5007,0.14496,0.018847,,
720,0,0,1,Step,17  25,1,1,15,5,20,,no fault,45  47  38  17  31,45  47  38  31  25,5.1553,0.31641,0.041344,,
721,0,0,1,Step,10  11,1,1,15,5,20,,no fault,45  47  11  10  38,45  47  38  11  52,1.3401,0.071979,0.0090126,,
722,0,0,1,Step,10  11,1,1,15,5,20,,no fault,45  47  11  10  38,45  47  38  31  52,2.5007,0.14496,0.018847,,
723,0,0,1,Step,10  11,1,1,15,5,20,,no fault,45  47  38  10  11,45  47  38  31  25,5.1552,0.31641,0.041345,,
724,0,0,1,Step,47  17,1,1,15,5,20,,no fault,47  45  17  38  52,45  47  38  52  17,1.1113,0.050589,0.0053956,,
725,0,0,1,Step,47  17,1,1,15,5,20,,no fault,47  45  17  38  52,45  47  38  52  17,2.0405,0.098741,0.010962,,
726,0,0,1,Step,47  17,1,1,15,5,20,,no fault,47  45  17  38  52,45  47  38  52  31,3.9675,0.20072,0.022639,,
727,0,0,1,Step,52  45,1,1,15,5,20,,no fault,45  52  47  38  36,45  52  47   7   6,1.2692,0.061003,0.0055813,,
728,0,0,1,Step,52  45,1,1,15,5,20,,no fault,45  52  47   7  41,45  52   7   6  14,2.2356,0.11351,0.010913,,
729,0,0,1,Step,52  45,1,1,15,5,20,,no fault,45  52  47   7   6,45  52   7   6  14,4.0623,0.2159,0.02088,,
730,0,0,1,Step,22  14,1,1,15,5,20,,no fault,45  47  22  14  38,45  47  38  14  52,1.3401,0.071978,0.0090126,,
731,0,0,1,Step,22  14,1,1,15,5,20,,no fault,45  47  22  14  38,45  47  38  31  52,2.5007,0.14496,0.018847,,
732,0,0,1,Step,22  14,1,1,15,5,20,,no fault,45  47  38  22  14,45  47  38  31  25,5.1555,0.3164,0.041344,,
733,0,0,1,Step,37  32,1,1,15,5,20,,no fault,45  32  37  47  52,45  32  37  47   7,0.93223,0.042206,0.005275,,
734,0,0,1,Step,37  32,1,1,15,5,20,,no fault,32  37  45  47  52,37  32   7  45   6,1.5652,0.08086,0.0067351,,
735,0,0,1,Step,37  32,1,1,15,5,20,,no fault,32  37  45  47   7,7  37   6  32  14,2.7361,0.15807,0.013645,,
736,0,0,1,Step,17  19,1,1,15,5,20,,no fault,45  47  17  19  38,45  47  38  17  52,1.3401,0.071978,0.0090125,,
737,0,0,1,Step,17  19,1,1,15,5,20,,no fault,45  47  17  19  38,45  47  38  31  52,2.5008,0.14496,0.018847,,
738,0,0,1,Step,17  19,1,1,15,5,20,,no fault,45  47  38  19  17,45  47  38  31  25,5.1555,0.3164,0.041343,,
739,0,0,1,Step,14   6,1,1,15,5,20,,no fault,45  47  14   6  38,45  47  38  14   6,1.3401,0.071979,0.0090126,,
740,0,0,1,Step,14   6,1,1,15,5,20,,no fault,45  47  14   6  38,45  47  38  31  52,2.5007,0.14496,0.018847,,
741,0,0,1,Step,14   6,1,1,15,5,20,,no fault,45  47  38  14   6,45  47  38  31  25,5.1552,0.31641,0.041345,,
742,0,0,1,Step,38  47,1,1,15,5,20,,no fault,47  38  45  52  36,45  47  38   7   6,1.1347,0.055775,0.005275,,
743,0,0,1,Step,38  47,1,1,15,5,20,,no fault,47  38  45  52   7,47  38   7  45   6,2.0067,0.10528,0.0097564,,
744,0,0,1,Step,38  47,1,1,15,5,20,,no fault,47  38  45   7   6,47  38   7   6  14,3.5832,0.19725,0.0179,,
745,0,0,1,Step,25  14,1,1,15,5,20,,no fault,45  47  14  25  38,45  47  38  14  52,1.3401,0.071979,0.0090126,,
746,0,0,1,Step,25  14,1,1,15,5,20,,no fault,45  47  14  38  25,45  47  38  31  52,2.5007,0.14496,0.018847,,
747,0,0,1,Step,25  14,1,1,15,5,20,,no fault,45  47  38  14  31,45  47  38  31  25,5.1552,0.31641,0.041344,,
748,0,0,1,Step,14  29,1,1,15,5,20,,no fault,45  47  29  14  38,45  47  38  14  52,1.3401,0.071978,0.0090126,,
749,0,0,1,Step,14  29,1,1,15,5,20,,no fault,45  47  29  14  38,45  47  38  31  52,2.5007,0.14496,0.018847,,
750,0,0,1,Step,14  29,1,1,15,5,20,,no fault,45  47  38  29  14,45  47  38  31  25,5.1553,0.31641,0.041344,,
751,0,0,1,Step,22  36,1,1,15,5,20,,no fault,45  47  36  22  38,45  47  38  52  36,0.98563,0.049405,0.0053956,,
752,0,0,1,Step,22  36,1,1,15,5,20,,no fault,45  47  22  36  38,45  47  38  52  36,1.7269,0.092051,0.010962,,
753,0,0,1,Step,22  36,1,1,15,5,20,,no fault,45  47  22  36  38,45  47  38  52  36,3.2797,0.18575,0.022639,,
754,0,0,1,Step,45   2,1,1,15,5,20,,no fault,45  47   2  38  52,45  47  38  52   2,1.2318,0.05475,0.005275,,
755,0,0,1,Step,45   2,1,1,15,5,20,,no fault,45  47   2  38  52,47  45  38  52   2,2.2191,0.10353,0.0098153,,
756,0,0,1,Step,45   2,1,1,15,5,20,,no fault,45  47   2  38  52,47  45  38  52  31,4.2626,0.20911,0.020542,,
757,0,0,1,Step,7  14,1,1,15,5,20,,no fault,45  47  14   7  38,45  47  38  14   7,1.3401,0.071979,0.0090126,,
758,0,0,1,Step,7  14,1,1,15,5,20,,no fault,45  47  14   7  38,45  47  38  31  52,2.5007,0.14496,0.018847,,
759,0,0,1,Step,7  14,1,1,15,5,20,,no fault,45  47  38  14  31,45  47  38  31  25,5.1552,0.31641,0.041345,,
760,0,0,1,Step,10  37,1,1,15,5,20,,no fault,45  47  37  10  38,45  47  38  52  10,0.98564,0.049405,0.0053956,,
761,0,0,1,Step,10  37,1,1,15,5,20,,no fault,45  47  10  37  38,45  47  38  52  31,1.7269,0.092052,0.010962,,
762,0,0,1,Step,10  37,1,1,15,5,20,,no fault,45  47  10  37  38,45  47  38  52  31,3.2797,0.18576,0.022639,,
763,0,0,1,Step,25  41,1,1,15,5,20,,no fault,45  47  41  25  38,45  47  41  38  52,0.98565,0.049405,0.0053956,,
764,0,0,1,Step,25  41,1,1,15,5,20,,no fault,45  47  41  25  38,45  47  41  38  52,1.7269,0.092054,0.010962,,
765,0,0,1,Step,25  41,1,1,15,5,20,,no fault,45  47  41  25  38,45  47  41  38  52,3.2799,0.18576,0.02264,,
766,0,0,1,Step,45  19,1,1,15,5,20,,no fault,45  47  19  38  52,45  47  38  52  19,1.2318,0.054749,0.005275,,
767,0,0,1,Step,45  19,1,1,15,5,20,,no fault,45  47  19  38  52,47  45  38  52  31,2.2191,0.10353,0.0098152,,
