Normal,Fault,Attack presence,Attack type,Attack location,AGC,PSS,Attack start time (sec),Attack duration (sec),Attack end time (sec),Attack amplitude (%),Fault location,Fault type
0,0,1,Step,32,1,1,15,15,30,1,,no fault
