Fault,Attack,Load Changes,AGC,PSS,Fault location,Fault type,Attack location,Attack type,Attack start time (sec),Attack end time (sec),Attack duration (sec),Time point frozen,Location(s) of load changes,Magnitude(s) of load changes,,Start time(s) for load changes,End time(s) for load changes
0,1,1,1,0,None,None,66   1  52   9,Freezing,39,64,25,38,23, 0.27848,-0.33817,6  38,
