Scenario Number,Normal,Fault,Attack presence,Attack type,Attack location,AGC,PSS,Attack start time (sec),Attack duration (sec),Attack end time (sec),Attack amplitude (%),Most affected buses (1-norm),Most affected buses (2-norm),Most affected buses (Infty-norm),Max impact locations (1-norm),Max impact locations (2-norm),Max impact locations (Infty-norm),Fault location,Fault type
251,0,0,1,Step,42,1,1,15,15,30,,no fault,42  45  47   7  52,42  45   7   6  14,7.776,0.27344,0.012795,,
252,0,0,1,Step,42,1,1,15,15,30,,no fault,42  45  47   7   6,42   7   6  14  11,15.4054,0.54576,0.025596,,
253,0,0,1,Step,45,1,1,15,15,30,,no fault,45  47  38  36  37,45  47  38  31  36,2.4229,0.078205,0.005275,,
254,0,0,1,Step,45,1,1,15,15,30,,no fault,45  47  52  38   7,45  47   7   6  14,4.5714,0.15116,0.0081356,,
255,0,0,1,Step,45,1,1,15,15,30,,no fault,45  47   7  52   6,45   7   6  14  11,8.8432,0.29882,0.016031,,
256,0,0,1,Step,45,1,1,15,15,30,,no fault,45  47   7   6  52,45   7   6  14  11,17.2835,0.59253,0.031147,,
257,0,0,1,Step,47,1,1,15,15,30,,no fault,47  45  38  36  37,45  47  38  31  36,2.4055,0.078299,0.005275,,
258,0,0,1,Step,47,1,1,15,15,30,,no fault,47  45  52  38   7,47  45   7   6  14,4.5889,0.1538,0.0077717,,
259,0,0,1,Step,47,1,1,15,15,30,,no fault,47  45   7  52   6,47  45   7   6  14,8.8994,0.30434,0.01514,,
260,0,0,1,Step,47,1,1,15,15,30,,no fault,47  45   7   6  52,47   7   6  14  11,17.2818,0.5992,0.028659,,
261,0,0,1,Step,52,1,1,15,15,30,,no fault,52  45  47  38  36,45  52  47  38  31,2.0645,0.069725,0.005275,,
262,0,0,1,Step,52,1,1,15,15,30,,no fault,52  45  47  38   7,52  45  47   7   6,4.0264,0.13888,0.0068787,,
263,0,0,1,Step,52,1,1,15,15,30,,no fault,52  45  47   7   6,52  45   7   6  14,7.9435,0.2773,0.013713,,
264,0,0,1,Step,52,1,1,15,15,30,,no fault,52  45  47   7   6,52   7   6  14  11,15.7506,0.55368,0.02726,,
