Scenario Number,Normal,Fault,Attack presence,Attack type,Attack location,AGC,PSS,Attack start time (sec),Attack duration (sec),Attack end time (sec),Attack amplitude (%),Most affected buses (1-norm),Most affected buses (2-norm),Most affected buses (Infty-norm),Max impact locations (1-norm),Max impact locations (2-norm),Max impact locations (Infty-norm),Fault location,Fault type
25,0,0,1,Step,17,1,1,15,10,25,,no fault,17  45  47  38  31,45  47  17  38  31,1.4882,0.059012,0.005275,,
26,0,0,1,Step,17,1,1,15,10,25,,no fault,17  45  47  38  31,45  47  17  38  31,2.8571,0.11681,0.0091873,,
27,0,0,1,Step,17,1,1,15,10,25,,no fault,17  45  47  38  31,45  47  17  38  31,5.5783,0.23178,0.019672,,
28,0,0,1,Step,17,1,1,15,10,25,,no fault,17  45  47  38  31,45  47  38  17  31,11.0831,0.45907,0.046552,,
29,0,0,1,Step,19,1,1,15,10,25,,no fault,19  45  47  38  31,45  47  19  38  31,1.4846,0.058239,0.005275,,
30,0,0,1,Step,19,1,1,15,10,25,,no fault,19  45  47  38  31,45  47  19  38  31,2.8541,0.11559,0.0091873,,
31,0,0,1,Step,19,1,1,15,10,25,,no fault,19  45  47  38  31,45  47  19  38  31,5.5978,0.23075,0.019671,,
32,0,0,1,Step,19,1,1,15,10,25,,no fault,19  45  47  38  31,45  47  38  19  31,11.1447,0.46185,0.046551,,
33,0,0,1,Step,22,1,1,15,10,25,,no fault,22  45  47  38  31,45  47  22  38  31,1.4903,0.058667,0.005275,,
34,0,0,1,Step,22,1,1,15,10,25,,no fault,22  45  47  38  31,45  47  22  38  31,2.8659,0.11642,0.0091873,,
35,0,0,1,Step,22,1,1,15,10,25,,no fault,22  45  47  38  31,45  47  22  38  31,5.6184,0.23228,0.019671,,
36,0,0,1,Step,22,1,1,15,10,25,,no fault,22  45  47  38  31,45  47  38  22  31,11.1618,0.46448,0.046552,,
37,0,0,1,Step,23,1,1,15,10,25,,no fault,23  45  47  38  31,45  47  23  38  31,1.4844,0.058501,0.005275,,
38,0,0,1,Step,23,1,1,15,10,25,,no fault,23  45  47  38  31,45  47  23  38  31,2.8551,0.11609,0.0091873,,
39,0,0,1,Step,23,1,1,15,10,25,,no fault,23  45  47  38  31,45  47  23  38  31,5.5967,0.2316,0.019671,,
40,0,0,1,Step,23,1,1,15,10,25,,no fault,23  45  47  38  31,45  47  38  23  31,11.1134,0.46296,0.046551,,
41,0,0,1,Step,25,1,1,15,10,25,,no fault,25  45  47  38  31,45  47  25  38  31,1.4746,0.057272,0.005275,,
42,0,0,1,Step,25,1,1,15,10,25,,no fault,25  45  47  38  31,45  47  25  38  31,2.8488,0.11372,0.0091873,,
43,0,0,1,Step,25,1,1,15,10,25,,no fault,25  45  47  38  31,45  47  25  38  31,5.6135,0.22678,0.019672,,
44,0,0,1,Step,25,1,1,15,10,25,,no fault,25  45  47  38  31,45  47  38  25  31,11.2145,0.45334,0.046553,,
45,0,0,1,Step,29,1,1,15,10,25,,no fault,29  45  47  38  31,45  47  29  38  31,1.4893,0.059028,0.005275,,
46,0,0,1,Step,29,1,1,15,10,25,,no fault,29  45  47  38  31,45  47  29  38  31,2.87,0.11723,0.0091873,,
47,0,0,1,Step,29,1,1,15,10,25,,no fault,29  45  47  38  31,45  47  29  38  31,5.6336,0.23386,0.019672,,
48,0,0,1,Step,29,1,1,15,10,25,,no fault,29  45  47  38  31,45  47  38  29  31,11.2036,0.46725,0.046552,,
49,0,0,1,Step,31,1,1,15,10,25,,no fault,31  45  47  36  42,45  47  31  38  36,1.5331,0.060254,0.005275,,
50,0,0,1,Step,31,1,1,15,10,25,,no fault,31  45  47   7  52,31  45   7  47   6,2.9662,0.11912,0.0063907,,
51,0,0,1,Step,31,1,1,15,10,25,,no fault,31  45  47   7   6,31   7   6  14   2,5.8117,0.23645,0.012524,,
52,0,0,1,Step,31,1,1,15,10,25,,no fault,31  47  45   7   6,31   7   6   2  14,11.4191,0.46744,0.023998,,
53,0,0,1,Step,32,1,1,15,10,25,,no fault,32  45  47  36  42,45  47  32  38  31,1.4788,0.059139,0.005275,,
54,0,0,1,Step,32,1,1,15,10,25,,no fault,32  45  47   7  52,32  45   7  47   6,2.8726,0.11733,0.0060558,,
55,0,0,1,Step,32,1,1,15,10,25,,no fault,32  45  47   7   6,32   7   6  14   2,5.6495,0.23355,0.011978,,
56,0,0,1,Step,32,1,1,15,10,25,,no fault,32  47  45   7   6,32   7   6   2  14,11.1602,0.46388,0.023414,,
57,0,0,1,Step,36,1,1,15,10,25,,no fault,36  45  47  42  38,45  47  36  38  31,1.5185,0.058806,0.005275,,
58,0,0,1,Step,36,1,1,15,10,25,,no fault,36  45  47   7  52,36  45   7  47   6,2.903,0.11583,0.0060349,,
59,0,0,1,Step,36,1,1,15,10,25,,no fault,36  45  47   7   6,36   7   6  14   2,5.6612,0.23015,0.011951,,
60,0,0,1,Step,36,1,1,15,10,25,,no fault,36  47  45   7   6,36   7   6   2  14,11.1357,0.45705,0.023429,,
61,0,0,1,Step,37,1,1,15,10,25,,no fault,37  45  47  36  42,45  47  37  38  31,1.5035,0.057816,0.005275,,
62,0,0,1,Step,37,1,1,15,10,25,,no fault,37  45  47   7  52,37  45   7  47   6,2.8685,0.11416,0.0059631,,
63,0,0,1,Step,37,1,1,15,10,25,,no fault,37  45  47   7   6,37   7   6  14   2,5.5916,0.22715,0.011862,,
64,0,0,1,Step,37,1,1,15,10,25,,no fault,37  47  45   7   6,37   7   6   2  14,11.0121,0.4521,0.023475,,
65,0,0,1,Step,38,1,1,15,10,25,,no fault,38  45  47  36  42,45  38  47  31  36,1.579,0.061417,0.005275,,
66,0,0,1,Step,38,1,1,15,10,25,,no fault,38  45  47   7  52,38  45   7  47   6,3.0423,0.12111,0.0067499,,
67,0,0,1,Step,38,1,1,15,10,25,,no fault,38  45  47   7   6,38   7   6  14   2,5.9468,0.24019,0.013231,,
68,0,0,1,Step,38,1,1,15,10,25,,no fault,38  47  45   7   6,38   7   6   2  14,11.6667,0.4746,0.025375,,
69,0,0,1,Step,41,1,1,15,10,25,,no fault,41  45  47  36  42,45  47  41  38  31,1.4641,0.057129,0.005275,,
70,0,0,1,Step,41,1,1,15,10,25,,no fault,41  45  47   7  52,41  45   7  47   6,2.835,0.11348,0.0064966,,
71,0,0,1,Step,41,1,1,15,10,25,,no fault,41  45  47   7   6,41   7   6  14   2,5.5712,0.22636,0.012986,,
72,0,0,1,Step,41,1,1,15,10,25,,no fault,41  47  45   7   6,41   7   6   2  14,11.0226,0.45158,0.025945,,
73,0,0,1,Step,42,1,1,15,10,25,,no fault,42  45  47  36  38,45  47  42  38  31,1.4754,0.05712,0.005275,,
74,0,0,1,Step,42,1,1,15,10,25,,no fault,42  45  47   7  52,42  45   7  47   6,2.8368,0.11309,0.0063972,,
75,0,0,1,Step,42,1,1,15,10,25,,no fault,42  45  47   7   6,42   7   6  14   2,5.5553,0.22542,0.012795,,
76,0,0,1,Step,42,1,1,15,10,25,,no fault,42  47  45   7   6,42   7   6   2  14,10.9743,0.44971,0.025596,,
77,0,0,1,Step,45,1,1,15,10,25,,no fault,45  47  36  42  38,45  47  38  31  36,1.8284,0.067054,0.005275,,
78,0,0,1,Step,45,1,1,15,10,25,,no fault,45  47   7  52  42,45   7  47   6  14,3.3824,0.12792,0.0081356,,
79,0,0,1,Step,45,1,1,15,10,25,,no fault,45  47   7   6  52,45   7   6  14   2,6.4661,0.2516,0.016031,,
80,0,0,1,Step,45,1,1,15,10,25,,no fault,45  47   7   6   2,45   7   6   2  14,12.5447,0.49699,0.031147,,
81,0,0,1,Step,47,1,1,15,10,25,,no fault,47  45  36  42  38,45  47  38  31  36,1.7832,0.06594,0.005275,,
82,0,0,1,Step,47,1,1,15,10,25,,no fault,47  45   7  52  42,47  45   7   6  14,3.3507,0.12866,0.0077717,,
83,0,0,1,Step,47,1,1,15,10,25,,no fault,47  45   7   6  52,47   7   6  14   2,6.4499,0.25392,0.01514,,
84,0,0,1,Step,47,1,1,15,10,25,,no fault,47  45   7   6   2,47   7   6   2  14,12.5062,0.49905,0.028659,,
85,0,0,1,Step,52,1,1,15,10,25,,no fault,52  45  47  36  42,45  52  47  38  31,1.505,0.057972,0.005275,,
86,0,0,1,Step,52,1,1,15,10,25,,no fault,52  45  47   7  42,52  45   7  47   6,2.907,0.11524,0.0068787,,
87,0,0,1,Step,52,1,1,15,10,25,,no fault,52  45  47   7   6,52   7   6  14   2,5.7026,0.22985,0.013713,,
88,0,0,1,Step,52,1,1,15,10,25,,no fault,52  47  45   7   6,52   7   6   2  14,11.2635,0.45834,0.02726,,
