Fault,Attack,Load Changes,AGC,PSS,Fault location,Fault type,Attack location,Attack type,Attack start time (sec),Attack end time (sec),Attack duration (sec),Attack amplitude (%),,,,Location(s) of load changes,Magnitude(s) of load changes,,Start time(s) for load changes,End time(s) for load changes
0,1,1,1,0,None,None,66  32  52  37,Ramp,20,35,15,0.0699999999999923,0.0699999999999923,0.0699999999999923,0.0699999999999923,27  21,-0.72259      0.2769, 0.36412    -0.38478,5  39,
