Fault,Attack,Load Changes,AGC,PSS,Fault location,Fault type,Attack location,Attack type,Attack start time (sec),Attack end time (sec),Attack duration (sec),Attack amplitude (%),,,,Location(s) of load changes,Magnitude(s) of load changes,Start time(s) for load changes,End time(s) for load changes
0,1,0,1,0,None,None,4  38  47  57,Step,30,55,25,0.0299999999999967,0.0399999999999956,0.0499999999999945,0.0199999999999978,None,None,None,None
