Normal,Fault,Attack presence,Attack type,Attack location,AGC,PSS,Attack start time (sec),Attack duration (sec),Attack end time (sec),Attack amplitude (%),Fault location,Fault type
0,0,1,Poisoning,28  58   6,1,1,30,10,40,0.099999999999989,,no fault
