Normal,Fault,Attack presence,Attack type,Attack location,AGC,PSS,Attack start time (sec),Attack duration (sec),Attack end time (sec),Attack amplitude (%),Fault location,Fault type
0,0,1,Step,31  17  52,1,1,15,5,20,0.499999999999989,,no fault
