Fault,Attack,Load Changes,AGC,PSS,Fault location,Fault type,Attack location,Attack type,Attack start time (sec),Attack end time (sec),Attack duration (sec),Attack amplitude (%),,,,Location(s) of load changes,Magnitude(s) of load changes,,Start time(s) for load changes,End time(s) for load changes
0,1,1,1,0,None,None,4  38  47  57,Ramp,20,45,25,0.0299999999999967,0.0299999999999967,0.0299999999999967,0.0299999999999967,27  21,-0.90324     0.34612, 0.45515    -0.48098,5  39,
