Scenario Number,Normal,Fault,Attack presence,Attack type,Attack location,AGC,PSS,Attack start time (sec),Attack duration (sec),Attack end time (sec),Attack amplitude (%),Most affected buses (1-norm),Most affected buses (2-norm),Most affected buses (Infty-norm),Max impact locations (1-norm),Max impact locations (2-norm),Max impact locations (Infty-norm),Fault location,Fault type
280,0,0,1,Step,42   2,1,1,15,10,25,,no fault,45  42   2  47  38,45  47  42  38  52,1.5449,0.059638,0.0053956,,
281,0,0,1,Step,42   2,1,1,15,10,25,,no fault,42   2  45  47  38,45  47  42  38  52,2.9733,0.11773,0.010962,,
282,0,0,1,Step,42   2,1,1,15,10,25,,no fault,42   2  45  47  38,45  47  42  38  52,5.8178,0.23397,0.02264,,
283,0,0,1,Step,38  22,1,1,15,10,25,,no fault,38  45  22  47  52,45  47  38  52  22,1.6206,0.063464,0.0053956,,
284,0,0,1,Step,38  22,1,1,15,10,25,,no fault,38  22  45  47  52,45  47  38  52  22,3.1399,0.12584,0.010962,,
285,0,0,1,Step,38  22,1,1,15,10,25,,no fault,38  45  22  47  52,45  47  38  52  31,6.205,0.25223,0.022639,,
286,0,0,1,Step,37   2,1,1,15,10,25,,no fault,45   2  37  47  38,45  47  38  52   2,1.5059,0.059637,0.0053956,,
287,0,0,1,Step,37   2,1,1,15,10,25,,no fault,2  37  45  47  38,45  47  38  52   2,2.8751,0.11452,0.010962,,
288,0,0,1,Step,37   2,1,1,15,10,25,,no fault,2  45  37  47  38,45  47  38  52  31,5.6172,0.22851,0.022639,,
289,0,0,1,Step,42   7,1,1,15,10,25,,no fault,45  42   7  47  38,45  47  42  38  52,1.5449,0.059638,0.0053956,,
290,0,0,1,Step,42   7,1,1,15,10,25,,no fault,42  45   7  47  38,45  47  42  38  52,2.9733,0.11773,0.010962,,
291,0,0,1,Step,42   7,1,1,15,10,25,,no fault,42  45   7  47  38,45  47  42  38  52,5.8178,0.23397,0.02264,,
292,0,0,1,Step,47   2,1,1,15,10,25,,no fault,47  45   2  38  52,45  47  38  52   2,2.012,0.074093,0.0053956,,
293,0,0,1,Step,47   2,1,1,15,10,25,,no fault,47   2  45  38  52,45  47  38  52   2,3.8384,0.14646,0.010962,,
294,0,0,1,Step,47   2,1,1,15,10,25,,no fault,47   2  45  38  52,45  47  38  52  31,7.5489,0.29482,0.022639,,
295,0,0,1,Step,38  41,1,1,15,10,25,,no fault,38  41  45  47   7,45  38  41   7  47,1.7227,0.065838,0.005275,,
296,0,0,1,Step,38  41,1,1,15,10,25,,no fault,38  41  45  47   7,41  38   7   6  14,3.3092,0.12927,0.0079957,,
297,0,0,1,Step,38  41,1,1,15,10,25,,no fault,38  41  47  45   7,7  41   6   2  14,6.4025,0.25386,0.016723,,
298,0,0,1,Step,23  36,1,1,15,10,25,,no fault,45  36  23  47  38,45  47  38  52  36,1.527,0.059637,0.0053956,,
299,0,0,1,Step,23  36,1,1,15,10,25,,no fault,36  23  45  47  38,45  47  38  52  36,2.9221,0.11694,0.010962,,
300,0,0,1,Step,23  36,1,1,15,10,25,,no fault,36  45  23  47  38,45  47  38  52  36,5.7101,0.23344,0.022639,,
301,0,0,1,Step,36  17,1,1,15,10,25,,no fault,45  36  17  47  38,45  47  38  52  36,1.527,0.059637,0.0053956,,
302,0,0,1,Step,36  17,1,1,15,10,25,,no fault,36  45  17  47  38,45  47  38  52  36,2.9222,0.11694,0.010962,,
303,0,0,1,Step,36  17,1,1,15,10,25,,no fault,36  45  17  47  38,45  47  38  52  36,5.7101,0.23344,0.022639,,
304,0,0,1,Step,25   7,1,1,15,10,25,,no fault,45  47   7  25  38,45  47  38  31  52,1.6627,0.092002,0.0091873,,
305,0,0,1,Step,25   7,1,1,15,10,25,,no fault,45  47  25   7  38,45  47  38  31  52,3.2076,0.1902,0.019672,,
306,0,0,1,Step,25   7,1,1,15,10,25,,no fault,45  47  38  25   7,45  47  38  31  52,6.9265,0.43191,0.046553,,
307,0,0,1,Step,31  11,1,1,15,10,25,,no fault,31  45  11  47  38,45  47  38  31  52,1.5507,0.061499,0.0053956,,
308,0,0,1,Step,31  11,1,1,15,10,25,,no fault,31  45  11  47  38,45  47  38  31  52,3.0102,0.1221,0.010962,,
309,0,0,1,Step,31  11,1,1,15,10,25,,no fault,31  45  11  47  38,45  47  38  31  52,5.9414,0.24441,0.022639,,
310,0,0,1,Step,29  37,1,1,15,10,25,,no fault,45  37  29  47  38,45  47  38  52  29,1.5059,0.059637,0.0053956,,
311,0,0,1,Step,29  37,1,1,15,10,25,,no fault,29  37  45  47  38,45  47  38  52  29,2.8776,0.11428,0.010962,,
312,0,0,1,Step,29  37,1,1,15,10,25,,no fault,45  29  37  47  38,45  47  38  52  31,5.6432,0.2284,0.022639,,
313,0,0,1,Step,10  31,1,1,15,10,25,,no fault,31  45  10  47  38,45  47  38  31  52,1.5507,0.061499,0.0053956,,
314,0,0,1,Step,10  31,1,1,15,10,25,,no fault,31  45  10  47  38,45  47  38  31  52,3.0102,0.1221,0.010962,,
315,0,0,1,Step,10  31,1,1,15,10,25,,no fault,31  45  10  47  38,45  47  38  31  52,5.9414,0.24441,0.022639,,
316,0,0,1,Step,42  14,1,1,15,10,25,,no fault,45  42  14  47  38,45  47  42  38  52,1.5449,0.059638,0.0053956,,
317,0,0,1,Step,42  14,1,1,15,10,25,,no fault,42  45  14  47  38,45  47  42  38  52,2.9733,0.11773,0.010962,,
318,0,0,1,Step,42  14,1,1,15,10,25,,no fault,42  45  14  47  38,45  47  42  38  52,5.8178,0.23397,0.02264,,
319,0,0,1,Step,19  47,1,1,15,10,25,,no fault,47  45  19  38  52,45  47  38  52  19,2.012,0.074093,0.0053956,,
320,0,0,1,Step,19  47,1,1,15,10,25,,no fault,47  19  45  38  52,45  47  38  52  19,3.8384,0.14646,0.010962,,
321,0,0,1,Step,19  47,1,1,15,10,25,,no fault,47  45  19  38  52,45  47  38  52  31,7.5488,0.29482,0.022639,,
322,0,0,1,Step,25  32,1,1,15,10,25,,no fault,45  32  25  47  38,45  47  38  52  32,1.5073,0.059637,0.0053956,,
323,0,0,1,Step,25  32,1,1,15,10,25,,no fault,32  25  45  47  38,45  47  38  52  32,2.9063,0.11668,0.010962,,
324,0,0,1,Step,25  32,1,1,15,10,25,,no fault,32  25  45  47  38,45  47  38  52  32,5.6974,0.23322,0.022639,,
325,0,0,1,Step,31  47,1,1,15,10,25,,no fault,47  31  45   7  52,45  47  31   7   6,2.009,0.07454,0.005275,,
326,0,0,1,Step,31  47,1,1,15,10,25,,no fault,47  31  45   7   6,47   7  31   6  14,3.7689,0.14471,0.0097564,,
327,0,0,1,Step,31  47,1,1,15,10,25,,no fault,47  31  45   7   6,47   7   6   2  14,7.1621,0.28111,0.0179,,
328,0,0,1,Step,38  22,1,1,15,10,25,,no fault,38  45  22  47  52,45  47  38  52  22,1.6206,0.063464,0.0053956,,
329,0,0,1,Step,38  22,1,1,15,10,25,,no fault,38  22  45  47  52,45  47  38  52  22,3.1399,0.12584,0.010962,,
330,0,0,1,Step,38  22,1,1,15,10,25,,no fault,38  45  22  47  52,45  47  38  52  31,6.205,0.25223,0.022639,,
331,0,0,1,Step,6  29,1,1,15,10,25,,no fault,45  47  29   6  38,45  47  38  31  52,1.6627,0.092002,0.0091873,,
332,0,0,1,Step,6  29,1,1,15,10,25,,no fault,45  47  29   6  38,45  47  38  31  52,3.2077,0.1902,0.019672,,
333,0,0,1,Step,6  29,1,1,15,10,25,,no fault,45  47  38  29   6,45  47  38  31  52,6.9266,0.4319,0.046553,,
334,0,0,1,Step,31   7,1,1,15,10,25,,no fault,31  45   7  47  38,45  47  38  31  52,1.5507,0.061499,0.0053956,,
335,0,0,1,Step,31   7,1,1,15,10,25,,no fault,31  45   7  47  38,45  47  38  31  52,3.0102,0.1221,0.010962,,
336,0,0,1,Step,31   7,1,1,15,10,25,,no fault,31  45   7  47  38,45  47  38  31  52,5.9414,0.24441,0.022639,,
337,0,0,1,Step,19  10,1,1,15,10,25,,no fault,45  47  19  10  38,45  47  38  31  52,1.6627,0.092002,0.0091873,,
338,0,0,1,Step,19  10,1,1,15,10,25,,no fault,45  47  19  10  38,45  47  38  31  52,3.2077,0.1902,0.019672,,
339,0,0,1,Step,19  10,1,1,15,10,25,,no fault,45  47  38  19  10,45  47  38  31  52,6.9266,0.4319,0.046552,,
340,0,0,1,Step,29  10,1,1,15,10,25,,no fault,45  47  29  10  38,45  47  38  31  52,1.6627,0.092002,0.0091873,,
341,0,0,1,Step,29  10,1,1,15,10,25,,no fault,45  47  29  10  38,45  47  38  31  52,3.2077,0.1902,0.019672,,
342,0,0,1,Step,29  10,1,1,15,10,25,,no fault,45  47  38  29  10,45  47  38  31  52,6.9266,0.4319,0.046552,,
343,0,0,1,Step,37  36,1,1,15,10,25,,no fault,36  37  45  47   7,45  36   7  37  47,1.6037,0.061937,0.005275,,
344,0,0,1,Step,37  36,1,1,15,10,25,,no fault,36  37  45  47   7,7   6  14  36   2,3.0662,0.122,0.0072991,,
345,0,0,1,Step,37  36,1,1,15,10,25,,no fault,36  37  47  45   7,7   6   2  14  11,5.9618,0.24197,0.016723,,
346,0,0,1,Step,14   6,1,1,15,10,25,,no fault,45  47  14   6  38,45  47  38  31  14,1.6627,0.092002,0.0091873,,
347,0,0,1,Step,14   6,1,1,15,10,25,,no fault,45  47  14   6  38,45  47  38  31  52,3.2077,0.1902,0.019672,,
348,0,0,1,Step,14   6,1,1,15,10,25,,no fault,45  47  38  14   6,45  47  38  31  52,6.9265,0.43191,0.046553,,
349,0,0,1,Step,42  29,1,1,15,10,25,,no fault,45  42  29  47  38,45  47  42  38  52,1.5449,0.059638,0.0053956,,
350,0,0,1,Step,42  29,1,1,15,10,25,,no fault,42  29  45  47  38,45  47  42  38  52,2.9733,0.11773,0.010962,,
351,0,0,1,Step,42  29,1,1,15,10,25,,no fault,42  45  29  47  38,45  47  42  38  52,5.8178,0.23397,0.02264,,
352,0,0,1,Step,23   7,1,1,15,10,25,,no fault,45  47  23   7  38,45  47  38  31  52,1.6627,0.092002,0.0091873,,
353,0,0,1,Step,23   7,1,1,15,10,25,,no fault,45  47  23   7  38,45  47  38  31  52,3.2077,0.1902,0.019672,,
354,0,0,1,Step,23   7,1,1,15,10,25,,no fault,45  47  38  23   7,45  47  38  31  52,6.9266,0.4319,0.046552,,
355,0,0,1,Step,41  45,1,1,15,10,25,,no fault,45  41  47   7  52,45  41   7  47   6,2.1063,0.077441,0.0055814,,
356,0,0,1,Step,41  45,1,1,15,10,25,,no fault,45  41  47   7   6,45  41   7   6  14,3.9109,0.14824,0.010913,,
357,0,0,1,Step,41  45,1,1,15,10,25,,no fault,45  41  47   7   6,45   7  41   6   2,7.4263,0.28809,0.020881,,
358,0,0,1,Step,14  41,1,1,15,10,25,,no fault,45  41  14  47  38,45  47  41  38  52,1.5199,0.059638,0.0053956,,
359,0,0,1,Step,14  41,1,1,15,10,25,,no fault,41  45  14  47  38,45  47  41  38  52,2.9443,0.11755,0.010962,,
360,0,0,1,Step,14  41,1,1,15,10,25,,no fault,41  45  14  47  38,45  47  41  38  52,5.7806,0.23401,0.02264,,
361,0,0,1,Step,14  11,1,1,15,10,25,,no fault,45  47  14  11  38,45  47  38  31  14,1.6627,0.092002,0.0091873,,
362,0,0,1,Step,14  11,1,1,15,10,25,,no fault,45  47  14  11  38,45  47  38  31  52,3.2077,0.1902,0.019672,,
363,0,0,1,Step,14  11,1,1,15,10,25,,no fault,45  47  38  14  11,45  47  38  31  52,6.9265,0.4319,0.046553,,
364,0,0,1,Step,45  31,1,1,15,10,25,,no fault,45  31  47   7  52,45  31   7  47   6,2.1063,0.077441,0.0055813,,
365,0,0,1,Step,45  31,1,1,15,10,25,,no fault,45  31  47   7   6,45   7  31   6  14,3.9109,0.14824,0.010913,,
366,0,0,1,Step,45  31,1,1,15,10,25,,no fault,45  31  47   7   6,45   7   6   2  14,7.4262,0.28809,0.02088,,
367,0,0,1,Step,32  42,1,1,15,10,25,,no fault,42  32  45  47   7,45  42  32   7  47,1.5937,0.06177,0.005275,,
368,0,0,1,Step,32  42,1,1,15,10,25,,no fault,42  32  45  47   7,42   7   6  14   2,3.073,0.12244,0.0078105,,
369,0,0,1,Step,32  42,1,1,15,10,25,,no fault,42  32  47  45   7,7   6  42   2  14,6.0248,0.24398,0.016723,,
370,0,0,1,Step,22   6,1,1,15,10,25,,no fault,45  47  22   6  38,45  47  38  31  52,1.6627,0.092002,0.0091873,,
371,0,0,1,Step,22   6,1,1,15,10,25,,no fault,45  47  22   6  38,45  47  38  31  52,3.2077,0.1902,0.019672,,
372,0,0,1,Step,22   6,1,1,15,10,25,,no fault,45  47  38  22   6,45  47  38  31  52,6.9266,0.4319,0.046552,,
373,0,0,1,Step,14  11,1,1,15,10,25,,no fault,45  47  14  11  38,45  47  38  31  14,1.6627,0.092002,0.0091873,,
374,0,0,1,Step,14  11,1,1,15,10,25,,no fault,45  47  14  11  38,45  47  38  31  52,3.2077,0.1902,0.019672,,
375,0,0,1,Step,14  11,1,1,15,10,25,,no fault,45  47  38  14  11,45  47  38  31  52,6.9265,0.4319,0.046553,,
376,0,0,1,Step,47  45,1,1,15,10,25,,no fault,45  47   7  52  42,45  47   7   6  14,2.1063,0.077441,0.0055813,,
377,0,0,1,Step,47  45,1,1,15,10,25,,no fault,45  47   7   6  52,45  47   7   6  14,3.9109,0.14824,0.010913,,
378,0,0,1,Step,47  45,1,1,15,10,25,,no fault,45  47   7   6   2,45  47   7   6   2,7.4262,0.28809,0.02088,,
379,0,0,1,Step,45  19,1,1,15,10,25,,no fault,45  19  47  38  52,45  47  38  52  19,2.1134,0.077292,0.0053767,,
380,0,0,1,Step,45  19,1,1,15,10,25,,no fault,45  19  47  38  52,45  47  38  52  19,3.9762,0.15027,0.010752,,
381,0,0,1,Step,45  19,1,1,15,10,25,,no fault,45  19  47  38  52,45  47  38  52  31,7.7519,0.3014,0.021515,,
382,0,0,1,Step,22  41,1,1,15,10,25,,no fault,45  41  22  47  38,45  47  41  38  52,1.5199,0.059637,0.0053956,,
383,0,0,1,Step,22  41,1,1,15,10,25,,no fault,41  22  45  47  38,45  47  41  38  52,2.9443,0.11755,0.010962,,
384,0,0,1,Step,22  41,1,1,15,10,25,,no fault,41  45  22  47  38,45  47  41  38  52,5.7806,0.23401,0.02264,,
385,0,0,1,Step,47   7,1,1,15,10,25,,no fault,47  45   7  38  52,45  47  38  52   7,2.012,0.074093,0.0053956,,
386,0,0,1,Step,47   7,1,1,15,10,25,,no fault,47  45   7  38  52,45  47  38  52  31,3.8384,0.14646,0.010962,,
387,0,0,1,Step,47   7,1,1,15,10,25,,no fault,47  45   7  38  52,45  47  38  52  31,7.5489,0.29482,0.022639,,
388,0,0,1,Step,6  14,1,1,15,10,25,,no fault,45  47  14   6  38,45  47  38  31  14,1.6627,0.092002,0.0091873,,
389,0,0,1,Step,6  14,1,1,15,10,25,,no fault,45  47  14   6  38,45  47  38  31  52,3.2077,0.1902,0.019672,,
390,0,0,1,Step,6  14,1,1,15,10,25,,no fault,45  47  38  14   6,45  47  38  31  52,6.9265,0.43191,0.046553,,
391,0,0,1,Step,2  10,1,1,15,10,25,,no fault,45  47   2  10  38,45  47  38  31  52,1.6627,0.092002,0.0091873,,
392,0,0,1,Step,2  10,1,1,15,10,25,,no fault,45  47   2  10  38,45  47  38  31  52,3.2077,0.1902,0.019672,,
393,0,0,1,Step,2  10,1,1,15,10,25,,no fault,45  47  38   2  10,45  47  38  31  52,6.9265,0.43191,0.046553,,
394,0,0,1,Step,36  23,1,1,15,10,25,,no fault,45  36  23  47  38,45  47  38  52  36,1.527,0.059637,0.0053956,,
395,0,0,1,Step,36  23,1,1,15,10,25,,no fault,36  23  45  47  38,45  47  38  52  36,2.9221,0.11694,0.010962,,
396,0,0,1,Step,36  23,1,1,15,10,25,,no fault,36  45  23  47  38,45  47  38  52  36,5.7101,0.23344,0.022639,,
397,0,0,1,Step,38  11,1,1,15,10,25,,no fault,38  45  11  47  52,45  47  38  52  11,1.6206,0.063464,0.0053956,,
398,0,0,1,Step,38  11,1,1,15,10,25,,no fault,38  45  11  47  52,45  47  38  52  31,3.14,0.12584,0.010962,,
399,0,0,1,Step,38  11,1,1,15,10,25,,no fault,38  45  11  47  52,45  47  38  52  31,6.205,0.25223,0.022639,,
400,0,0,1,Step,32  22,1,1,15,10,25,,no fault,45  32  22  47  38,45  47  38  52  32,1.4981,0.059637,0.0053956,,
401,0,0,1,Step,32  22,1,1,15,10,25,,no fault,32  22  45  47  38,45  47  38  52  32,2.8809,0.11668,0.010962,,
402,0,0,1,Step,32  22,1,1,15,10,25,,no fault,32  45  22  47  38,45  47  38  52  32,5.661,0.23322,0.022639,,
403,0,0,1,Step,47  41,1,1,15,10,25,,no fault,47  41  45   7  52,45  47  41   7   6,2.009,0.074541,0.005275,,
404,0,0,1,Step,47  41,1,1,15,10,25,,no fault,47  41  45   7   6,47  41   7   6  14,3.7689,0.14471,0.0097566,,
405,0,0,1,Step,47  41,1,1,15,10,25,,no fault,47  41  45   7   6,47   7  41   6   2,7.1621,0.28111,0.017901,,
406,0,0,1,Step,17  23,1,1,15,10,25,,no fault,45  47  17  23  38,45  47  38  17  31,1.6627,0.092002,0.0091873,,
407,0,0,1,Step,17  23,1,1,15,10,25,,no fault,45  47  23  17  38,45  47  38  31  52,3.2077,0.1902,0.019672,,
408,0,0,1,Step,17  23,1,1,15,10,25,,no fault,45  47  38  23  17,45  47  38  31  52,6.9267,0.4319,0.046552,,
409,0,0,1,Step,36  41,1,1,15,10,25,,no fault,41  36  45  47   7,45  41  36   7  47,1.6037,0.062027,0.005275,,
410,0,0,1,Step,36  41,1,1,15,10,25,,no fault,41  36  45  47   7,41   7   6  14  36,3.0889,0.12325,0.0079957,,
411,0,0,1,Step,36  41,1,1,15,10,25,,no fault,41  36  47  45   7,7  41   6   2  14,6.0708,0.24558,0.016723,,
412,0,0,1,Step,29  19,1,1,15,10,25,,no fault,45  47  29  19  38,45  47  38  31  52,1.6627,0.092002,0.0091873,,
413,0,0,1,Step,29  19,1,1,15,10,25,,no fault,45  47  29  19  38,45  47  38  31  52,3.2077,0.1902,0.019672,,
414,0,0,1,Step,29  19,1,1,15,10,25,,no fault,45  47  38  19  29,45  47  38  31  52,6.9267,0.4319,0.046552,,
415,0,0,1,Step,32  31,1,1,15,10,25,,no fault,31  32  45  47   7,45  31  32   7  47,1.6465,0.06383,0.005275,,
416,0,0,1,Step,32  31,1,1,15,10,25,,no fault,31  32  45  47   7,7  31   6  14   2,3.1753,0.1258,0.0072991,,
417,0,0,1,Step,32  31,1,1,15,10,25,,no fault,31  32  47  45   7,7   6   2  14  11,6.1621,0.24806,0.016723,,
418,0,0,1,Step,17  25,1,1,15,10,25,,no fault,45  47  17  25  38,45  47  38  17  31,1.6627,0.092002,0.0091873,,
419,0,0,1,Step,17  25,1,1,15,10,25,,no fault,45  47  17  25  38,45  47  38  31  52,3.2077,0.1902,0.019672,,
420,0,0,1,Step,17  25,1,1,15,10,25,,no fault,45  47  38  25  17,45  47  38  31  52,6.9265,0.4319,0.046553,,
421,0,0,1,Step,10  11,1,1,15,10,25,,no fault,45  47  11  10  38,45  47  38  31  52,1.6627,0.092002,0.0091873,,
422,0,0,1,Step,10  11,1,1,15,10,25,,no fault,45  47  11  10  38,45  47  38  31  52,3.2077,0.1902,0.019672,,
423,0,0,1,Step,10  11,1,1,15,10,25,,no fault,45  47  38  10  11,45  47  38  31  52,6.9265,0.43191,0.046553,,
424,0,0,1,Step,47  17,1,1,15,10,25,,no fault,47  45  17  38  52,45  47  38  52  17,2.012,0.074093,0.0053956,,
425,0,0,1,Step,47  17,1,1,15,10,25,,no fault,47  45  17  38  52,45  47  38  52  17,3.8384,0.14646,0.010962,,
426,0,0,1,Step,47  17,1,1,15,10,25,,no fault,47  45  17  38  52,45  47  38  52  31,7.5489,0.29482,0.022639,,
427,0,0,1,Step,52  45,1,1,15,10,25,,no fault,45  52  47   7  42,45  52   7  47   6,2.1063,0.07744,0.0055813,,
428,0,0,1,Step,52  45,1,1,15,10,25,,no fault,45  52  47   7   6,45  52   7   6  14,3.9109,0.14824,0.010913,,
429,0,0,1,Step,52  45,1,1,15,10,25,,no fault,45  52  47   7   6,45  52   7   6   2,7.4262,0.28809,0.02088,,
430,0,0,1,Step,22  14,1,1,15,10,25,,no fault,45  47  22  14  38,45  47  38  31  14,1.6627,0.092002,0.0091873,,
431,0,0,1,Step,22  14,1,1,15,10,25,,no fault,45  47  22  14  38,45  47  38  31  52,3.2077,0.1902,0.019672,,
432,0,0,1,Step,22  14,1,1,15,10,25,,no fault,45  47  38  22  14,45  47  38  31  52,6.9267,0.4319,0.046552,,
433,0,0,1,Step,37  32,1,1,15,10,25,,no fault,32  37  45  47   7,45  32   7  37  47,1.5851,0.060765,0.005275,,
434,0,0,1,Step,37  32,1,1,15,10,25,,no fault,32  37  45  47   7,7   6  14   2  11,3.0279,0.12027,0.0072991,,
435,0,0,1,Step,37  32,1,1,15,10,25,,no fault,37  32  47  45   7,7   6   2  14  11,5.9253,0.23834,0.016723,,
436,0,0,1,Step,17  19,1,1,15,10,25,,no fault,45  47  17  19  38,45  47  38  17  31,1.6627,0.092002,0.0091873,,
437,0,0,1,Step,17  19,1,1,15,10,25,,no fault,45  47  19  17  38,45  47  38  31  52,3.2077,0.1902,0.019672,,
438,0,0,1,Step,17  19,1,1,15,10,25,,no fault,45  47  38  19  17,45  47  38  31  52,6.9267,0.4319,0.046552,,
439,0,0,1,Step,14   6,1,1,15,10,25,,no fault,45  47  14   6  38,45  47  38  31  14,1.6627,0.092002,0.0091873,,
440,0,0,1,Step,14   6,1,1,15,10,25,,no fault,45  47  14   6  38,45  47  38  31  52,3.2077,0.1902,0.019672,,
441,0,0,1,Step,14   6,1,1,15,10,25,,no fault,45  47  38  14   6,45  47  38  31  52,6.9265,0.43191,0.046553,,
442,0,0,1,Step,38  47,1,1,15,10,25,,no fault,47  38  45   7  52,45  47  38   7   6,2.009,0.07454,0.005275,,
443,0,0,1,Step,38  47,1,1,15,10,25,,no fault,47  38  45   7   6,47  38   7   6  14,3.7689,0.14471,0.0097564,,
444,0,0,1,Step,38  47,1,1,15,10,25,,no fault,47  38  45   7   6,47   7   6   2  14,7.1621,0.28111,0.0179,,
445,0,0,1,Step,25  14,1,1,15,10,25,,no fault,45  47  14  25  38,45  47  38  31  14,1.6627,0.092002,0.0091873,,
446,0,0,1,Step,25  14,1,1,15,10,25,,no fault,45  47  25  14  38,45  47  38  31  52,3.2077,0.1902,0.019672,,
447,0,0,1,Step,25  14,1,1,15,10,25,,no fault,45  47  38  25  14,45  47  38  31  52,6.9265,0.4319,0.046553,,
448,0,0,1,Step,14  29,1,1,15,10,25,,no fault,45  47  29  14  38,45  47  38  31  14,1.6627,0.092002,0.0091873,,
449,0,0,1,Step,14  29,1,1,15,10,25,,no fault,45  47  29  14  38,45  47  38  31  52,3.2077,0.1902,0.019672,,
450,0,0,1,Step,14  29,1,1,15,10,25,,no fault,45  47  38  29  14,45  47  38  31  52,6.9266,0.4319,0.046552,,
451,0,0,1,Step,22  36,1,1,15,10,25,,no fault,45  36  22  47  38,45  47  38  52  36,1.527,0.059637,0.0053956,,
452,0,0,1,Step,22  36,1,1,15,10,25,,no fault,36  22  45  47  38,45  47  38  52  36,2.9221,0.11694,0.010962,,
453,0,0,1,Step,22  36,1,1,15,10,25,,no fault,36  45  22  47  38,45  47  38  52  36,5.7101,0.23344,0.022639,,
454,0,0,1,Step,45   2,1,1,15,10,25,,no fault,45   2  47  38  52,45  47  38  52   2,2.1134,0.077292,0.0053767,,
455,0,0,1,Step,45   2,1,1,15,10,25,,no fault,45   2  47  38  52,45  47  38  52   2,3.9762,0.15028,0.010752,,
456,0,0,1,Step,45   2,1,1,15,10,25,,no fault,45   2  47  38  52,45  47  38  52  31,7.7519,0.30141,0.021516,,
457,0,0,1,Step,7  14,1,1,15,10,25,,no fault,45  47  14   7  38,45  47  38  31  14,1.6627,0.092002,0.0091873,,
458,0,0,1,Step,7  14,1,1,15,10,25,,no fault,45  47  14   7  38,45  47  38  31  52,3.2077,0.1902,0.019672,,
459,0,0,1,Step,7  14,1,1,15,10,25,,no fault,45  47  38  14   7,45  47  38  31  52,6.9265,0.43191,0.046553,,
460,0,0,1,Step,10  37,1,1,15,10,25,,no fault,45  37  10  47  38,45  47  38  52  37,1.5059,0.059637,0.0053956,,
461,0,0,1,Step,10  37,1,1,15,10,25,,no fault,37  45  10  47  38,45  47  38  52  37,2.8751,0.1139,0.010962,,
462,0,0,1,Step,10  37,1,1,15,10,25,,no fault,45  37  10  47  38,45  47  38  52  31,5.6131,0.2284,0.022639,,
463,0,0,1,Step,25  41,1,1,15,10,25,,no fault,45  41  25  47  38,45  47  41  38  52,1.5199,0.059638,0.0053956,,
464,0,0,1,Step,25  41,1,1,15,10,25,,no fault,41  25  45  47  38,45  47  41  38  52,2.9443,0.11755,0.010962,,
465,0,0,1,Step,25  41,1,1,15,10,25,,no fault,41  25  45  47  38,45  47  41  38  52,5.7806,0.23401,0.02264,,
466,0,0,1,Step,45  19,1,1,15,10,25,,no fault,45  19  47  38  52,45  47  38  52  19,2.1134,0.077292,0.0053767,,
467,0,0,1,Step,45  19,1,1,15,10,25,,no fault,45  19  47  38  52,45  47  38  52  19,3.9762,0.15027,0.010752,,
