Fault,Attack,Load Changes,AGC,PSS,Fault location,Fault type,Attack location,Attack type,Attack start time (sec),Attack end time (sec),Attack duration (sec),Attack amplitude (%),Location(s) of load changes,,,Start time(s) for load changes,End time(s) for load changes
0,1,1,1,0,None,None,66  32  52  37,Trapezoid,20,50,25,,23, 0.27848,-0.33817,6  38,
