Fault,Attack,Load Changes,AGC,PSS,Fault location,Fault type,Attack location,Attack type,Attack start time (sec),Attack end time (sec),Attack duration (sec),Attack amplitude (%),Location(s) of load changes,Magnitude(s) of load changes,Start time(s) for load changes,End time(s) for load changes
0,0,1,1,0,None,None,None,None,None,None,None,None,44  37  47  39   3   4  41,-0.48804     -2.1864     0.79615     -0.1639      0.2957    -0.77271     0.42875,5,
