Fault,Attack,Load Changes,AGC,PSS,Fault location,Fault type,Attack location,Attack type,Attack start time (sec),Attack end time (sec),Attack duration (sec),Attack amplitude (%),Location(s) of load changes,Magnitude(s) of load changes,,,,Start time(s) for load changes,End time(s) for load changes
0,1,1,1,0,None,None,4  38  57,Ramp,20,35,15,0.0499999999999945,41   1   4  21  29  48  49, -1.4746    -0.71672   -0.029125    0.072902      1.1413   0.0065325    -0.13027,-0.17174    0.095402     0.43567    -0.63278    -0.45651    -0.14035     0.44381,0.052888    -0.17026    -0.95799    -0.31448    -0.25489     0.53398     -0.3861,  1.4925     0.79392      0.3907     0.83409    0.035004    -0.44657    0.094773,10  23,
