Scenario Number,Normal,Fault,Attack presence,Attack type,Attack location,AGC,PSS,Attack start time (sec),Attack duration (sec),Attack end time (sec),Attack amplitude (%),Most affected buses (1-norm),Most affected buses (2-norm),Most affected buses (Infty-norm),Max impact locations (1-norm),Max impact locations (2-norm),Max impact locations (Infty-norm),Fault location,Fault type
136,0,0,1,Step,29,1,1,15,5,20,,no fault,29  45  47  38  31,45  47  29  38  31,6.1681,0.3187,0.041344,,
137,0,0,1,Step,31,1,1,15,5,20,,no fault,31  45  47  36  38,45  47  31  38  36,0.7821,0.041803,0.005275,,
138,0,0,1,Step,31,1,1,15,5,20,,no fault,31  45  47  52  38,31  45  47   7   6,1.462,0.081678,0.0063907,,
139,0,0,1,Step,31,1,1,15,5,20,,no fault,31  45  47  52   7,31   7  45   6  14,2.7953,0.16102,0.012524,,
140,0,0,1,Step,31,1,1,15,5,20,,no fault,31  45  47   7   6,31   7   6  14  11,5.3724,0.31545,0.023998,,
141,0,0,1,Step,32,1,1,15,5,20,,no fault,32  45  47  36  38,45  47  32  38  31,0.7552,0.04105,0.005275,,
142,0,0,1,Step,32,1,1,15,5,20,,no fault,32  45  47  52  38,32  45  47   7   6,1.4244,0.080797,0.0060558,,
143,0,0,1,Step,32,1,1,15,5,20,,no fault,32  45  47  52   7,32   7  45   6  14,2.7487,0.1602,0.011978,,
144,0,0,1,Step,32,1,1,15,5,20,,no fault,32  45  47   7   6,32   7   6  14  11,5.3456,0.31676,0.023414,,
145,0,0,1,Step,36,1,1,15,5,20,,no fault,36  45  47  38  37,45  47  36  38  31,0.77656,0.040391,0.005275,,
146,0,0,1,Step,36,1,1,15,5,20,,no fault,36  45  47  52  38,36  45  47   7   6,1.4191,0.07825,0.0060349,,
147,0,0,1,Step,36,1,1,15,5,20,,no fault,36  45  47  52   7,36   7  45   6  14,2.692,0.15454,0.011951,,
148,0,0,1,Step,36,1,1,15,5,20,,no fault,36  45  47   7   6,36   7   6  14  11,5.193,0.30544,0.023429,,
149,0,0,1,Step,37,1,1,15,5,20,,no fault,37  45  47  36  38,45  47  37  38  31,0.77279,0.039518,0.005275,,
150,0,0,1,Step,37,1,1,15,5,20,,no fault,37  45  47  52  38,37  45  47   7   6,1.4074,0.076948,0.0059631,,
151,0,0,1,Step,37,1,1,15,5,20,,no fault,37  45  47  52   7,37   7  45   6  14,2.6685,0.15242,0.011862,,
152,0,0,1,Step,37,1,1,15,5,20,,no fault,37  45  47   7   6,37   7   6  14  11,5.1608,0.30245,0.023475,,
153,0,0,1,Step,38,1,1,15,5,20,,no fault,38  45  47  36  37,45  38  47  31  36,0.83005,0.043347,0.005275,,
154,0,0,1,Step,38,1,1,15,5,20,,no fault,38  45  47  52  36,38  45  47   7   6,1.5419,0.084293,0.0067499,,
155,0,0,1,Step,38,1,1,15,5,20,,no fault,38  45  47  52   7,38   7  45   6  14,2.9354,0.16589,0.013231,,
156,0,0,1,Step,38,1,1,15,5,20,,no fault,38  45  47   7   6,38   7   6  14  11,5.6111,0.32463,0.025375,,
157,0,0,1,Step,41,1,1,15,5,20,,no fault,41  45  47  36  38,45  47  41  38  31,0.74427,0.039499,0.005275,,
158,0,0,1,Step,41,1,1,15,5,20,,no fault,41  45  47  52  38,41  45  47   7   6,1.3964,0.077938,0.0064966,,
159,0,0,1,Step,41,1,1,15,5,20,,no fault,41  45  47  52   7,41   7  45   6  14,2.6979,0.15523,0.012986,,
160,0,0,1,Step,41,1,1,15,5,20,,no fault,41  45  47   7   6,41   7   6  14  11,5.2902,0.30971,0.025945,,
161,0,0,1,Step,42,1,1,15,5,20,,no fault,42  45  47  36  38,45  47  42  38  31,0.7561,0.039567,0.005275,,
162,0,0,1,Step,42,1,1,15,5,20,,no fault,42  45  47  52  38,42  45  47   7   6,1.3989,0.077536,0.0063972,,
163,0,0,1,Step,42,1,1,15,5,20,,no fault,42  45  47  52   7,42   7  45   6  14,2.6818,0.15419,0.012795,,
164,0,0,1,Step,42,1,1,15,5,20,,no fault,42  45  47   7   6,42   7   6  14  11,5.2378,0.30766,0.025596,,
165,0,0,1,Step,45,1,1,15,5,20,,no fault,45  47  36  38  37,45  47  38  31  36,1.0907,0.051306,0.005275,,
166,0,0,1,Step,45,1,1,15,5,20,,no fault,45  47  52  38  36,45  47   7   6  14,1.9063,0.094386,0.0081356,,
167,0,0,1,Step,45,1,1,15,5,20,,no fault,45  47  52   7  41,45   7   6  14  11,3.5097,0.18293,0.016031,,
168,0,0,1,Step,45,1,1,15,5,20,,no fault,45  47   7   6  52,45   7   6  14  11,6.6091,0.35718,0.031147,,
169,0,0,1,Step,47,1,1,15,5,20,,no fault,47  45  36  38  37,45  47  38  31  36,1.0113,0.048208,0.005275,,
170,0,0,1,Step,47,1,1,15,5,20,,no fault,47  45  52  38  36,47  45   7   6  14,1.8035,0.09198,0.0077717,,
171,0,0,1,Step,47,1,1,15,5,20,,no fault,47  45  52   7  41,47   7  45   6  14,3.3409,0.17929,0.01514,,
172,0,0,1,Step,47,1,1,15,5,20,,no fault,47  45   7   6  52,47   7   6  14  11,6.2357,0.3469,0.028659,,
173,0,0,1,Step,52,1,1,15,5,20,,no fault,52  45  47  36  38,45  52  47  38  31,0.78364,0.040612,0.005275,,
174,0,0,1,Step,52,1,1,15,5,20,,no fault,52  45  47  38  36,52  45  47   7   6,1.465,0.080245,0.0068787,,
175,0,0,1,Step,52,1,1,15,5,20,,no fault,52  45  47   7  41,52   7  45   6  14,2.8212,0.15971,0.013713,,
176,0,0,1,Step,52,1,1,15,5,20,,no fault,52  45  47   7   6,52   7   6  14  11,5.5088,0.31791,0.02726,,
