Fault,Attack,Load Changes,AGC,PSS,Fault location,Fault type,Attack location,Attack type,Attack start time (sec),Attack end time (sec),Attack duration (sec),Attack amplitude (%),,,Location(s) of load changes,Magnitude(s) of load changes,,Start time(s) for load changes,End time(s) for load changes
0,1,1,1,0,None,None,4  38  57,Ramp,20,45,25,0.0399999999999956,0.0799999999999912,0.120000000000009,1  48,-0.60204     0.14038, 0.02346   -0.064886,13  43,
